Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,DIN_Ebene2,DIN_Ebene2_Beschreibung,DIN_Ebene3,DIN_E3_Beschreibung,prav. Personalkosten,prav. Materialkosten,korr. Personalkosten,korr. Materialkosten,Gesamtkosten
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC02,DC02 -- Fahrgastsitze fest (gegebenenfalls inkl. Cantilever),4541.238226,4285.678198,2589.941772,3301.597661,14718.45586
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC03,DC03 -- Sitzlounge inkl. Sitzkiste,5028.104249,4461.690502,2936.887444,2622.250999,15048.93319
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC04,DC04 -- Fahrersitz incl. Podest,3879.050872,5757.592827,2636.287241,2897.929696,15170.86064
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC05,DC05 -- Fahrlehrersitz / Beimannsitz,5012.911185,3954.744749,3176.786137,2408.839862,14553.28193
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC06,DC06 -- Tische,5064.745961,3759.812904,3160.778823,2563.469923,14548.80761
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC07,DC07 -- Fahrgastklappsitze,5624.73723,3900.042191,2701.610575,3051.424845,15277.81484
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC08,DC08 -- Sitzkisten,4939.063934,4434.998912,3032.882041,2950.787338,15357.73223
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD01,DD01 -- WC-Zelle,4237.441832,4404.833336,3084.214323,2665.569682,14392.05917
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD02,DD02 -- WC-Leitungen,5112.940353,4605.578284,2252.66145,3363.592169,15334.77226
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD03,DD03 -- Universal-WC mit Tank,4561.475783,5629.191368,3497.833351,2465.068161,16153.56866
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD04,DD04 -- Standard-WC mit Tank,5269.15921,4769.588126,2508.857577,3033.907641,15581.51255
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE01,DE01 -- Gepäckablagen,5337.392076,4276.905546,3662.67648,2451.650408,15728.62451
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE02,DE02 -- Gepäckregale,4050.31806,4623.039688,3058.197472,3081.791411,14813.34663
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF01,"DF01 -- Ausrüstung Fahrgastraum (Feuerlöscher, Werkzeug,€¦)",4382.21449,5747.74628,3306.123363,2851.755746,16287.83988
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF02,DF02 -- Seitenwandtisch,4481.235942,4331.042592,2497.103894,3684.302656,14993.68508
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF03,DF03 -- Abfallbehälter incl. Anbauteile,4922.07256,4146.113869,3223.3155,2628.312284,14919.81421
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF04,DF04 -- Sonderausbauten Innenbereich,4701.737951,4137.113415,3648.183194,2765.595917,15252.63048
JJK Berlin,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA01,EA01 -- Fahrwerk,4879.684152,4861.243695,3241.819231,3186.99537,16169.74245
JJK Berlin,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA02,EA02 -- Messgeräte (SIFA - T D),4163.799771,6090.284286,3617.51956,2780.534201,16652.13782
JJK Berlin,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA03,EA03 -- Lauffahrwerk / Laufdrehgestell,5768.98546,3975.22479,2877.331615,3173.258511,15794.80038
JJK Berlin,E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA04,EA04 -- Triebfahrwerk / Motordrehgestell (inkl. Fahrmotor und Getriebe),3876.3688,5028.798913,2900.197134,3220.167522,15025.53237
JJK Berlin,E,E -- Fahrwerk,EB,EB -- tragende Strukturen,EB01,EB01 -- Fahrwerk-/ Drehgestellrahmen,5942.249679,4414.775258,2593.308557,3082.458746,16032.79224
JJK Berlin,E,E -- Fahrwerk,EB,EB -- tragende Strukturen,EB02,EB02 -- Wiege / Traverse,4422.59343,4523.9086,2649.242653,3971.004188,15566.74887
JJK Berlin,E,E -- Fahrwerk,EC,EC -- Radsystem,EC01,EC01 -- Radsystem,5541.641558,4408.601681,2441.922714,3445.771088,15837.93704
JJK Berlin,E,E -- Fahrwerk,EC,EC -- Radsystem,EC02,EC02 -- Radsatzlager inkl. Gehäuse,3651.001222,5140.889325,2765.935812,2802.51077,14360.33713
JJK Berlin,E,E -- Fahrwerk,EC,EC -- Radsystem,EC03,EC03 -- Messradsatz,5428.523123,4726.634026,3391.37278,2604.988062,16151.51799
JJK Berlin,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED01,ED01 -- Zusatzluftvolumen,5559.0545,4564.542107,3210.558581,2682.815411,16016.9706
JJK Berlin,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED02,ED02 -- Federn,5386.355407,4917.202194,2721.831561,3416.485633,16441.8748
JJK Berlin,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED03,ED03 -- Dämpfer,4690.54902,4909.904015,2523.817353,3443.010562,15567.28095
JJK Berlin,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED04,ED04 -- Primärfedersystem,3720.372342,5477.87435,2403.96281,3444.837475,15047.04698
JJK Berlin,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED05,ED05 -- Primärfeder (Aluminiumtöpfe),4318.806724,4554.767918,3738.93496,2888.603259,15501.11286
JJK Berlin,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED06,ED06 -- Sekundärfedersystem,4535.550833,5831.63522,3311.620103,2647.02685,16325.83301
JJK Berlin,E,E -- Fahrwerk,ED,"ED -- Federung, Dämpfung, Ausgleich",ED07,ED07 -- Wankstütze,4429.388883,5735.80132,3329.876641,3027.629372,16522.69622
JJK Berlin,E,E -- Fahrwerk,EE,EE -- Lenkungssysteme (aktiv),EE01,EE01 -- Lenkungssysteme (aktiv),3925.055941,5144.283516,2543.370681,2989.299723,14602.00986
JJK Berlin,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF01,EF01 -- Mitnehmerzapfen,4772.978713,3968.200362,3271.973573,3102.566992,15115.71964
JJK Berlin,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF02,EF02 -- Anlenkung,3664.296881,5276.7423,2737.717684,3333.728078,15012.48494
JJK Berlin,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF03,EF03 -- Mitnehmerzapfen (Sphärogussteil) ,3728.481162,5497.511871,2560.963042,2923.408757,14710.36483
JJK Berlin,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF04,EF04 -- Mitnehmerzapfen (Alu-Schmiedeteil),5122.039421,3979.014702,3368.932188,2870.368722,15340.35503
JJK Berlin,E,E -- Fahrwerk,EF,EF -- Anlenkungssysteme (passiv),EF05,EF05 -- Lemniskate,4428.86979,4731.188688,3686.460793,2619.150245,15465.66952
JJK Berlin,E,E -- Fahrwerk,EG,EG -- Schutzanbauteile,EG01,EG01 -- Schutzanbauteile,5431.196558,4150.869504,3714.992948,2696.117324,15993.17633
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FA,"FA -- Energieanlage, Antriebsanlage",FA01,FA01 -- Stromrichter (mit / ohne integriertem Bordnetzumrichter),3468.294822,5085.693717,3261.827506,2946.644694,14762.46074
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB01,FB01 -- Stromabnehmer,5749.874009,4053.575655,3726.030453,2686.374004,16215.85412
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB02,FB02 -- Hauptschalter AC,5460.408537,4051.904853,2981.876299,2563.493851,15057.68354
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB03,FB03 -- Haupttransformator,5603.545757,4462.383916,3358.79391,2610.788189,16035.51177
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB04,FB04 -- Bodeneinsätze (Spritzguss),5347.365822,4119.945248,3628.157318,2848.992262,15944.46065
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB05,FB05 -- Trennschalter Antrieb,4667.268406,4867.69232,3217.348578,3279.589606,16031.89891
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB06,FB06 -- Hochspannungswandler,4306.293994,4298.476844,3026.263679,2758.676182,14389.7107
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB07,FB07 -- Überspannungsableiter,5196.369447,3482.930815,3327.168535,2275.372762,14281.84156
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB08,FB08 -- Energiezähler incl. Eichung,4769.626317,5576.919896,2911.139003,2747.242516,16004.92773
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB09,FB09 -- (Hoch)Stromwandler - Messstromwandler,5134.300653,4586.519802,3141.030123,3285.52766,16147.37824
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB10,FB10 -- Brems- und Entladewiderstände,4298.923059,4717.344481,3028.744879,2637.902223,14682.91464
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FB,FB -- Energiezuführung,FB11,FB11 -- Schnellschalter / Hauptschalter DC,3778.727797,5460.807068,2409.841837,3308.275383,14957.65209
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FC,FC -- Energieerzeugung,FC01,FC01 -- Energieerzeugung,5395.241978,3919.08565,2996.177271,3544.440602,15854.9455
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD01,FD01 -- Fahrmotoren,5324.760155,4696.999515,2816.831962,3515.445217,16354.03685
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD02,FD02 -- Bremswiderstand,4676.409685,4017.983379,2445.935361,3342.591218,14482.91964
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD03,FD03 -- Getriebe,4597.476713,5254.63607,2888.665691,2592.663696,15333.44217
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FD,FD -- Energieumsetzung,FD04,FD04 -- Netzdrossel (evtl. integriert in Stromrichter),4987.551005,4430.294506,3184.193509,3242.447086,15844.48611
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FE,FE -- Energieabführung,FE01,FE01 -- Energieabführung,4903.307931,4822.222348,2447.12315,3441.505242,15614.15867
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF01,FF01 -- Energiespeicherung,4576.122017,5495.423979,2826.485049,3572.969952,16471.001
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF02,FF02 -- Fahrbatterie / Traktionsbatterie ESS,5162.702293,4610.738677,3592.447541,2632.886929,15998.77544
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF03,FF03 -- BTMS (Battery Thermal Management System),4009.971843,4956.561613,2965.023842,3455.352441,15386.90974
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF04,FF04 -- Energiemesssystem,5059.183456,4212.169536,2808.908083,2846.597754,14926.85883
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",FF,FF -- Energiespeicherung,FF05,FF05 -- Batteriefilter,5399.808066,3798.68489,2702.80701,3172.237196,15073.53716
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA00,GA00 -- Steuerungsanlage für Fahrbetrieb (SW),4228.016565,6210.441599,2728.289118,2914.810072,16081.55735
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA01,GA01 -- Leittechnik,4449.958836,4157.90553,2495.377106,3071.950274,14175.19175
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA02,GA02 -- Ethernet Wagenbus,3992.855709,5181.270429,3768.01685,2775.822751,15717.96574
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GA,GA -- Steuerungsanlage für Fahrbetrieb,GA03,GA03 -- Zentraleinheit,3714.964328,5537.717316,2329.488708,3429.947695,15012.11805
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GB,GB -- Steuerung für Energiezuführung,GB01,GB01 -- Steuerung für Energiezuführung,4696.883532,3872.928458,3627.309068,2560.284728,14757.40579
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GC,GC -- Steuerung für Fahren und Bremsen,GC01,GC01 -- Steuerung für Fahren und Bremsen,3914.752906,4870.560565,3492.032459,2522.776908,14800.12284
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GC,GC -- Steuerung für Fahren und Bremsen,GC02,GC02 -- Fahr-/Bremsschalter (FBS),3943.289017,5287.594622,3085.610374,2932.779993,15249.274
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GD,GD -- Steuerung für Energieerzeugung,GD01,GD01 -- Steuerung für Energieerzeugung,4850.636492,4359.180003,3011.684797,2535.658863,14757.16016
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GE,GE -- Systemerfassung,GE01,GE01 -- Systemerfassung,5086.470581,4574.513507,3237.707141,2921.810538,15820.50177
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,GF,GF -- Steuerung für Energiespeicherung,GF01,GF01 -- Steuerung für Energiespeicherung,4682.120781,5566.375235,3323.301848,2299.632312,15871.43018
JJK Berlin,H,H -- Hilfsbetriebsanlage,HA,HA -- Hilfsbetriebsanlage,HA01,HA01 -- Hilfsbetriebsanlage,3872.19176,5368.580682,3595.420032,2867.717197,15703.90967
JJK Berlin,H,H -- Hilfsbetriebsanlage,HB,HB -- Umformereinrichtung,HB01,HB01 -- Bordnetzumrichter / Hilfsbetriebeumrichter,5637.538117,4266.235672,3502.202044,2848.614966,16254.5908
JJK Berlin,H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC01,HC01 -- Batterieladegerät Bordnetz,5440.705321,4915.953951,2878.747382,3634.154126,16869.56078
JJK Berlin,H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC02,HC02 -- Batterie Bordnetz (inkl. Kiste),3850.371864,4991.757639,2743.078434,2716.73211,14301.94005
JJK Berlin,H,H -- Hilfsbetriebsanlage,HC,HC -- Batterieeinrichtung,HC03,"HC03 -- Batteriecontainer --> wird gelöscht, auf TB03 umcodieren",5935.302737,3992.683008,2705.201494,3369.11661,16002.30385
JJK Berlin,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD01,HD01 -- Hilfsbetriebe Trenntrafos,4387.52171,5880.780502,3332.774983,2960.367358,16561.44455
JJK Berlin,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD02,HD02 -- Steckdosen,5035.5061,3859.601106,2731.065098,2802.761812,14428.93412
JJK Berlin,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD03,HD03 -- Transformator,5084.346173,4015.784661,2992.042687,3080.716672,15172.89019
JJK Berlin,H,H -- Hilfsbetriebsanlage,HD,HD -- Bordnetz,HD04,HD04 -- Trenntrafokonsole,4017.052073,5079.712244,2965.564722,3591.697969,15654.02701
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE01,HE01 -- Stromrichter Wasserkühler (& Wasserpumpe),4267.793161,4573.555829,2779.835044,3213.088376,14834.27241
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE02,HE02 -- Ölkühler (& Ölpumpe),3969.114798,4920.348962,2443.888661,3592.408767,14925.76119
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE03,HE03 -- Fahrmotorlüfter,4649.301945,4686.00296,2865.291627,2919.720238,15120.31677
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE04,HE04 -- Transformatorkühler,5428.812813,4243.767773,3042.525442,3227.987458,15943.09349
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE05,HE05 -- Kühlleitung Antriebskühlung,4580.003694,4348.509642,2757.9912,3619.084167,15305.5887
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE06,"HE06 -- Wellschlauch, Metallschlauch, Ringwellschlauch",4781.64408,4269.432798,3242.869528,3300.280645,15594.22705
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE07,HE07 -- Wärmetauscher,4581.557816,4622.38954,3350.328153,2664.69257,15218.96808
JJK Berlin,H,H -- Hilfsbetriebsanlage,HE,HE -- Kühlung für Energie und Antriebsanlage,HE08,HE08 -- Kühlturm,5322.424413,4471.044851,3660.000948,2584.820465,16038.29068
JJK Berlin,H,H -- Hilfsbetriebsanlage,HF,HF -- Notstromerzeugungseinrichtungen,HF01,HF01 -- Notstromerzeugungseinrichtungen,5472.287162,4695.636999,2532.29882,3462.401114,16162.6241
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA00,JA00 -- Überwachungs- und Sicherheitseinrichtungen (SW),5589.116194,3824.363004,3521.226948,3111.683115,16046.38926
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA01,JA01 -- Hardware für Diagnosesystem,5054.813845,5251.367978,2633.984425,3702.81413,16642.98038
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JA,JA -- Überwachungs- und Sicherheitseinrichtungen,JA02,JA02 -- Person Detection Assistant,4006.730685,5106.830291,2550.001304,3741.472031,15405.03431
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JB,JB -- Mess- und Schutzeinrichtungen,JB01,JB01 -- Mess- und Schutzeinrichtungen,3670.757733,5141.245193,2306.869976,3348.749285,14467.62219
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC01,JC01 -- Störstrommonitor,4369.932253,5800.145784,2792.878744,2756.776297,15719.73308
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC02,JC02 -- Messgeräte (Drehzahlgeber),5036.128108,5341.635372,2470.702671,3534.684053,16383.1502
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC03,JC03 -- Brandmeldeanlage / Rauchmeldeanlage,5411.794205,4594.667139,3251.371094,2694.513286,15952.34572
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC04,JC04 -- Redbox / Fahrtenschreiber,4591.427829,5699.535918,2787.894322,2885.391169,15964.24924
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC05,JC05 -- MMI,5721.15737,4301.132836,2747.06119,3632.358036,16401.70943
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC06,JC06 -- Zugsicherungseinrichtung PZB90,4731.250275,4085.802039,3637.352864,2672.380507,15126.78569
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JC,"JC -- Melden, Registrieren, Anzeigen",JC07,JC07 -- Diagnoserechner (VBOX oder Moxa) ,5032.274371,3979.610838,3371.818801,2547.698565,14931.40257
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD01,JD01 -- Sicherheitseinrichtungen CTSM (Fahrsperre),4345.638326,4240.712112,3228.26584,2260.015216,14074.63149
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD02,JD02 -- Vorrüstung CBTC,4256.043867,5166.34904,2379.817734,3341.654673,15143.86531
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD03,"JD03 -- Typhon, Signalhorn, Makrofon",3693.304013,4998.72424,2725.4652,2835.920785,14253.41424
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JD,JD -- Sicherheitseinrichtungen,JD04,JD04 -- Brandlöschanlage,4201.904684,4747.315594,2340.446439,3472.703101,14762.36982
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JE,JE -- Datenübertragungseinrichtungen,JE01,JE01 -- eBuLa / el. Buchfahrplan (Hardware),5232.702508,4967.034439,3844.771287,2661.726856,16706.23509
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JF,JF -- Kommunikationseinrichtungen,JF01,JF01 -- Zugbahnfunk/Betriebsfunk,3860.224366,4998.162453,3354.360078,3031.432308,15244.1792
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG01,"JG01 -- Scheibenwischer inkl. Motor, Wischerblätter und Steuerung",4622.664241,4291.072463,3649.298034,2720.885468,15283.92021
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG02,JG02 -- CCTV Videoüberwachungsanlage außen,4055.234762,4753.021643,3464.781903,3111.974515,15385.01282
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,JG,JG -- zusätzliche Ausstattungen,JG03,JG03 -- CCTV Videoüberwachungsanlage innen,5173.410958,4332.189112,3405.546068,2434.900816,15346.04695
JJK Berlin,K,K -- Beleuchtung,KA,KA -- Beleuchtung,KA01,KA01 -- Beleuchtung,4253.320746,5558.147274,3054.314323,2475.378108,15341.16045
JJK Berlin,K,K -- Beleuchtung,KB,KB -- Außenbeleuchtungseinrichtungen,KB01,"KB01 -- Außenbeleuchtung (Scheinwerfer, Spitzenlicht, inkl. Steuerung)",5492.63158,3971.831172,2830.491691,3397.443155,15692.3976
JJK Berlin,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC01,KC01 -- Innenbeleuchtungseinrichtungen,4541.210003,5730.73839,2783.470936,3435.731749,16491.15108
JJK Berlin,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC02,KC02 -- Signalleuchte für Tür,5978.508946,3998.160966,3292.295713,2981.7015,16250.66713
JJK Berlin,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC03,KC03 -- Innenbeleuchtung FGR,4598.329057,4054.963537,3040.22943,2641.82055,14335.34257
JJK Berlin,K,K -- Beleuchtung,KC,KC -- Innenbeleuchtungseinrichtungen,KC04,KC04 -- Innenbeleuchtung FST,4759.412492,4472.945571,2749.298573,3731.905841,15713.56248
JJK Berlin,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA01,LA01 -- Klimagerät / Heizungsgerät FGR (mit / ohne Propan),5703.222884,4565.415307,3070.956523,2525.88004,15865.47475
JJK Berlin,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA02,LA02 -- Klimagerät / Heizungsgerät FST (mit / ohne Propan),4080.099872,5536.989332,3283.062205,2526.335174,15426.48658
JJK Berlin,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA03,LA03 -- Fußbodenheizung FST ,3985.063341,5246.702473,3048.663857,2547.141684,14827.57136
JJK Berlin,L,L -- Klimatisierung,LA,LA -- Klimatisierung,LA04,LA04 -- Fußbodenheizung FGR ,5836.733212,4046.736642,3163.846309,2735.620544,15782.93671
JJK Berlin,L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB01,LB01 -- Klima Ansaugung,5571.288172,4864.800452,2732.916009,3082.496892,16251.50152
JJK Berlin,L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB02,LB02 -- Klima Entlüftung,4791.051858,4579.484357,2994.652866,2552.916551,14918.10563
JJK Berlin,L,L -- Klimatisierung,LB,"LB -- Ansaugung, Entlüftung",LB03,LB03 -- Luftkanalsystem FST (Stoffkanäle PKO),4866.925741,5574.157842,2212.151006,3244.685067,15897.91966
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC01,LC01 -- Heizlüfter (Einstieg / FST / Sonstige),3898.677576,5475.732585,3909.145945,2700.795259,15984.35137
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC02,LC02 -- Klimakanäle (FST),5537.780366,4886.219083,2576.876425,2977.048534,15977.92441
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC03,LC03 -- Klimakanäle (FGR),5647.46749,4539.569167,2927.727649,2889.796325,16004.56063
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC04,LC04 -- Luftbehandlungsgerät FGR incl. Sensoren,5091.241225,5017.303655,3318.884811,2319.5683,15746.99799
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC05,LC05 -- Türpfostenheizgerät,4538.686104,4954.466594,3033.158908,2571.148938,15097.46054
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC06,LC06 -- Seitenwandheizung,4090.246557,5914.021388,3678.949229,2970.696912,16653.91409
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC07,LC07 -- Abdeckung Konvektionsheizung (FGR),5815.879511,3987.927073,2667.71557,3676.192686,16147.71484
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC08,LC08 -- Konvektionsheizung FGR,3849.147462,4707.396386,2751.526774,3644.536242,14952.60686
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC09,LC09 -- Fußpodest beheizt,4658.920073,5699.708209,3796.284693,2741.013349,16895.92632
JJK Berlin,L,L -- Klimatisierung,LC,LC -- Aufbereitung,LC10,LC10 -- Ausblaskasten Untersitz,4584.539527,4910.856713,3840.708064,2679.532107,16015.63641
JJK Berlin,L,L -- Klimatisierung,LD,LD -- Verteilung,LD01,LD01 -- Verteilung,4428.097935,4560.250148,2319.486151,3162.510242,14470.34448
