Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,Gesamtkosten,Inspektion,Wartung,Zustandsermittlung,Revision,Tausch,Betriebsprüfung,Betriebsservice,Vorbereitung,Nachbereitung,Reparatur am Objekt
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,14718.45586,1428.2936965216986,1800.907986274848,1337.410519425603,1003.52233294655,782.7585753486057,1958.4031889017056,2074.912898285785,1211.5140408727646,2029.958531358037,1090.7740900644017
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15048.93319,1448.5241715010225,931.7221782040565,766.9207808853045,1743.9761135271106,1484.4682171207442,1380.8379744710196,1112.1594223869547,1287.1833706480352,1820.7622142318642,3072.3787470238867
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15170.86064,1714.3196337698105,1641.63682855723,980.2957367284523,1596.668900970013,1105.217279056923,1217.8859533508614,1821.503285884902,1183.2545233956084,1667.3546479246713,2242.72385036153
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,14553.28193,1069.7173714870034,813.5728965628631,909.1742482022693,1947.6777358902432,885.0719058098695,1701.3266936275265,1438.7433382694749,1222.2335817342623,1481.6275518131363,3084.1366066033506
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,14548.80761,999.663106227032,1539.040329304002,972.0385589525189,994.810918678612,812.7120886902329,1274.3359709120268,1419.4839892670802,2087.5788526130245,2133.7398369315006,2315.403958423971
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15277.81484,1732.5629764446217,1309.0219299354428,1867.3671854413199,1905.5231206816627,1017.5499637549074,1250.1614104221421,2136.6855174057705,1016.4951973063553,1010.7423522466747,2031.7051863611005
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15357.73223,1903.7637131724803,1447.852829453109,2059.0626186265654,1663.6757385401002,1428.9008887405507,1132.3900814398676,2190.9306307050015,947.5210613409654,1542.8612444296878,1040.7734235516714
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,14392.05917,896.3964371594179,734.5435310212063,2152.508504562987,1067.5593760726467,1320.4539343691108,1361.089402950329,2092.3858035569183,1710.614086567818,1086.0991639103863,1970.4089298291806
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15334.77226,1803.5702525840636,1952.4710248199035,1175.5529979889022,1609.9113709760109,1793.3788349806716,849.307227655552,1397.7979750023735,1554.3146768297406,1960.4017276931952,1238.0661714695868
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,16153.56866,2241.3931879934025,1626.5060357964908,1735.013667885074,2234.057229995693,1700.830345201397,2156.829705083579,1100.4507242577274,1011.3851790423373,1275.386584563436,1071.7160001808643
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15581.51255,2239.712235634434,1793.3582397946157,1939.4039995490089,1412.36450163258,1618.416090113301,2145.7618814743278,1495.36972516312,2286.5953768089144,696.8608987933734,-46.330398963675066
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15728.62451,1534.3241332587072,2115.181163661738,2038.7214787554597,1645.300252789521,2261.2259767762484,1330.9485430984919,2007.4091698259313,2082.3077105596144,780.0376590067494,-66.83157773246194
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,14813.34663,2068.258561626919,793.6315107456757,1839.5409341002432,2163.378681686556,1583.1547044392464,981.8815361358603,1441.1334798619382,1498.0657458146643,1130.4840089110935,1313.8174666778036
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,16287.83988,2015.1842347649622,967.4711851530652,979.8301733349524,1837.1988898492027,1785.8430026992842,2297.7028119492766,1824.260932926631,1427.1870847129935,1260.9136364736967,1892.2479281359363
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,14993.68508,923.299612814415,1762.4690352890689,1245.578039961637,1451.0547714446093,1881.4611879441522,1927.8178318957648,1440.3329247932732,2229.41534472927,1049.062327508612,1083.1940036191952
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,14919.81421,877.6024676996165,2086.623343748341,873.2480705462985,1331.6093194566847,1273.1248428546055,1280.0749891910277,2097.4340495990223,1803.1085601450845,2188.6344601467295,1108.3541066125917
JJK Berlin,D,D -- Fahrzeuginneneinrichtung,15252.63048,2154.6300045069447,1785.7252835455906,810.3035416525089,1805.6996683643797,2231.714195672775,1367.990974080446,2150.51765513692,1019.3200989198358,900.328828590759,1026.4002295298403
JJK Berlin,E,E -- Fahrwerk,16169.74245,2109.7822471964655,1577.5784314716857,829.499833885718,2089.934011867761,1228.1969268017517,1286.2610576320394,1944.201826615922,2058.6850415701856,1642.8750918663422,1402.7279810921277
JJK Berlin,E,E -- Fahrwerk,16652.13782,1082.8764146609742,1736.5867230575743,2471.0057699642794,2306.16458862554,1711.3435536579739,2296.0292586104383,2199.4521367388184,1400.5603701775735,891.9023407642557,556.2166637425727
JJK Berlin,E,E -- Fahrwerk,15794.80038,1662.8477757027038,1277.3865939813204,1160.9388521131077,1481.8182762207603,1000.0582592826199,1423.3594796651946,1812.4930806031302,1947.699302304304,1713.5493143263202,2314.649445800542
JJK Berlin,E,E -- Fahrwerk,15025.53237,1971.9945465179426,752.6023472709165,1946.8065671437112,1839.4147693822588,1214.2138806766638,761.3863847912824,1908.8802031101836,2213.4000731170586,1910.2075608535724,506.62603713641283
JJK Berlin,E,E -- Fahrwerk,16032.79224,2036.263613918532,1822.9251722989025,1863.1596530406455,2033.4310750364193,1737.3746268912105,2137.009863648125,1416.2717756566888,1228.2315222172203,986.3292603566116,771.7956769356421
JJK Berlin,E,E -- Fahrwerk,15566.74887,2259.11261522913,1134.5885934137407,983.0954843217324,2105.926780364076,866.2478577030068,1714.5283313526447,1332.3910607089274,1706.571282052012,2125.8988430426793,1338.3880218120498
JJK Berlin,E,E -- Fahrwerk,15837.93704,901.6683376399328,1037.5011618357303,2333.776694255489,2097.332384382047,995.2093889593602,1617.2910423226308,1201.9247472167506,1272.4093121526253,2010.0377609726283,2370.7862102628087
JJK Berlin,E,E -- Fahrwerk,14360.33713,1473.7681726464061,1874.0014383974744,1283.4246813886857,893.7579560072061,1590.2894439911247,1008.2309757232604,1873.9914329787262,1295.488136310167,1549.4024100304323,1517.982482526516
JJK Berlin,E,E -- Fahrwerk,16151.51799,2280.8397475375295,1481.5002205944975,2185.903971396168,1379.9233804280495,1459.5421862921294,2179.368684448892,1368.7895562937988,1094.8152093257545,1099.979251859482,1620.8557818236989
JJK Berlin,E,E -- Fahrwerk,16016.9706,1758.5288072666199,1341.615775935196,2312.4286701898027,1739.9143426183366,1658.5803400761874,1039.006268127639,1823.6112285608497,1059.977806969196,983.8370467375439,2299.470313518632
JJK Berlin,E,E -- Fahrwerk,16441.8748,1099.0660539222724,1512.0236020564116,1650.129507953886,1170.5367638365963,2386.4051840996035,1565.1532221757566,1346.3553345496655,1409.7855371977726,989.3260218620381,3313.093572345997
JJK Berlin,E,E -- Fahrwerk,15567.28095,2273.7350935356135,1573.4348985869942,1711.8025527208742,1592.1096267868709,2283.5363219017,1854.025022477817,1913.561359508943,1562.2885145441223,799.1227278710028,3.6648320660622176
JJK Berlin,E,E -- Fahrwerk,15047.04698,1704.5092111596334,784.4092777829595,1499.7987905472173,1544.9207852877853,1456.5303745240196,1114.6007457121882,1203.9193826686344,1352.3215943343353,1059.5635680019436,3326.473249981282
JJK Berlin,E,E -- Fahrwerk,15501.11286,1702.2050814817685,2070.0690205775127,1683.1292022698935,1540.6243722049778,1481.729783785411,2204.8810647606997,1042.9122251548035,1588.3144935079351,1717.3562736344838,469.8913426225108
JJK Berlin,E,E -- Fahrwerk,16325.83301,1340.051331356743,2050.114164903548,1944.768656635242,1156.1442355901468,1446.144224014745,2256.2765046360246,1177.3812349854445,1578.2231930438093,2055.9587890882026,1320.770675746096
JJK Berlin,E,E -- Fahrwerk,16522.69622,1041.192770621285,1746.3020088465564,1226.075088896611,1070.3764369436453,2440.0285842647118,1712.647846460789,1336.482042315561,2452.184168945457,1968.2110424447178,1529.1962302606694
JJK Berlin,E,E -- Fahrwerk,14602.00986,1481.7523856389716,2109.2602098813404,1522.6183994357525,815.7771039241184,2066.093664789056,1944.761660133392,1058.9913965896972,1850.9783914037998,1515.4332750782296,236.3433731256423
JJK Berlin,E,E -- Fahrwerk,15115.71964,1744.4690676615828,956.8264362630667,1082.6239526615886,2091.1315629205524,926.399152603874,2247.8004559627743,1035.2212623494356,2058.2444513279793,2003.809442426898,969.1938558222482
JJK Berlin,E,E -- Fahrwerk,15012.48494,1793.7637304450955,2045.1872644289015,1126.8716095210193,1150.4936728180642,2024.3210299095126,2080.160220629256,1474.0156385773312,1581.7506853070452,884.9145685369331,851.0065198268401
JJK Berlin,E,E -- Fahrwerk,14710.36483,835.3518000503582,1783.5717932433931,904.3253981881905,2003.1511538308241,1062.6543338496858,1695.2634411450776,2088.725252200366,1497.245009491352,1436.7619306909053,1403.314717309849
JJK Berlin,E,E -- Fahrwerk,15340.35503,1340.8445978159284,2001.8115027326667,1927.509803061142,1474.2724772521779,1283.6267814056562,1409.7864265603957,1234.9858447026352,1586.603252191536,1684.9020475033717,1396.0122967744906
JJK Berlin,E,E -- Fahrwerk,15465.66952,1358.409919142033,1312.1093665916408,1075.9544748812439,1308.7735856908441,1402.9578969063646,2177.833075271006,2206.820723323679,1935.205334903727,1976.9050913495453,710.7000519399148
JJK Berlin,E,E -- Fahrwerk,15993.17633,2205.9625234174846,1105.662569020745,1865.719531783927,1642.4511404693462,2102.9752024402806,1777.4176284222422,1718.100564751628,1730.7198367069439,1350.0661540552887,494.10117893211486
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",14762.46074,1691.286739218107,1271.5783811024835,1662.9509921947351,1386.7147403478552,783.6996234228159,1276.0210443079745,1518.5440973619616,970.1712645139455,1173.1889816520509,3028.3048758780715
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",16215.85412,2368.5851253532164,1209.2859383387254,966.0193679724315,1955.4008784124603,2270.3910755473353,880.4537606700053,1443.5574532872106,2011.9749447415347,2142.772356353347,967.4132193237347
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15057.68354,1904.8819439139638,892.9422398013074,779.0790079499853,2242.575653595019,1509.7530471710202,1564.4300029818983,783.4446039164995,993.6628325257436,1348.0916289985175,3038.822579146046
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",16035.51177,1294.746235029575,938.7966037001006,956.7900106955511,1975.8563268397315,1447.9158421405232,1496.8659154558873,1320.4480201203282,1662.946660342823,1428.332708194886,3512.8134474805925
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15944.46065,823.458377035698,1512.3842168123863,2048.2071010365426,832.3061066723545,2081.4035446584408,932.0377226289918,2347.579425982986,1119.1756735889064,1972.4329724563286,2275.4755091273655
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",16031.89891,1587.9587432983935,1875.2598596452522,955.3213861012289,1490.8804297046936,1336.6006081715163,1040.7904769769493,2025.3966014535324,2228.008706571352,1559.7920818270063,1931.8900162500759
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",14389.7107,1761.673283691943,1674.906389237085,2030.6532971308054,954.4987661192463,906.5952999716123,2069.753467203999,1575.5190212325588,750.6753238003246,1685.0208464378798,980.4150051745441
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",14281.84156,1532.2441408788322,838.2683722216459,846.429542957231,1763.345167753438,1900.4612857637696,1653.0079734521637,1579.702243399819,1836.713158141931,1122.9743507200687,1208.6953247111019
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",16004.92773,2181.609508791966,885.792132864956,2284.187201047354,2327.3255548014263,1508.4163197352855,1842.6928330702842,1250.567871219369,859.346446244066,1917.3130380687978,947.6768241564957
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",16147.37824,1328.058788558026,1293.4129611660574,1626.2467030867865,2016.0648249458318,1687.185530770762,2131.795027791281,1258.1404404824782,2045.0260232033688,1410.9385871894947,1350.5093528059151
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",14682.91464,789.5405368852303,1472.345667736994,1361.3688168703998,1754.0283941773832,863.3227658452254,1460.2562397292552,1901.962322684877,1459.9436476065252,1945.428569298659,1674.7176791654529
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",14957.65209,2096.2199229122753,938.5313957334497,1663.4283663901288,856.5001803427158,1445.4928431162455,1685.2705504737346,1743.8074587762537,1881.0979611436185,987.3102031546607,1659.9932079569205
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15854.9455,1909.9572143088876,2012.0701736761507,870.535110584749,854.4854718193134,1513.422782061723,1440.2951763842093,944.155642845653,1566.7716835646706,1746.5151623665265,2996.737082388115
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",16354.03685,1872.2519682697982,2010.3114578657023,1094.519163143967,2230.8239836879707,1932.5215935390283,1077.3828630716698,978.908097908047,2013.8408974777599,1496.3944842170054,1647.0823408190518
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",14482.91964,740.9582787599958,1603.7643809051383,960.9611691944899,1515.005872477109,891.7637458858578,1935.8221391259299,1122.301696411181,1971.427748098122,1762.760968162337,1978.1536409798384
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15333.44217,1126.7674617786467,1497.9260003646345,1750.0929089409608,1394.9916513715657,1932.7899519261027,1829.0629753570615,1511.0719207369466,1624.8751407483928,811.8902559308542,1853.9739028448364
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15844.48611,1394.7872262467413,2146.858911336136,2164.257463162182,1521.5589308975746,2230.1899101974573,1993.7511822435958,1917.2053479246133,1541.2928162326239,932.4047339983323,2.1795877607454486
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15614.15867,1773.9278841578807,1564.955224937976,1543.8639808955754,1213.4453374091534,1921.5252452581515,1355.7304828537335,909.9297858542052,1495.65144206562,1442.5860073871518,2392.543279180552
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",16471.001,1488.0967759163195,1397.2911235614174,841.8151102368945,1392.8753740675413,1870.8692035044326,2289.313355911938,1803.9476011705547,1496.9605423841533,1301.8973130468187,2587.93460019993
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15998.77544,1363.1660782543486,1439.680750030619,932.1751369179277,1230.684363780879,2188.057611609415,2032.308189056434,1869.5873956196199,906.5644512797995,2108.992980573621,1927.5584828773358
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15386.90974,1569.9200946609635,1695.8924172221173,1389.6040865121195,1759.4867391062742,1688.4212615467372,1157.7328145162087,814.1370173167954,1345.5261404425737,1084.4786239674656,2881.7105447087442
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",14926.85883,1581.0869116119325,1698.2383821647727,2130.085723870053,1522.72959213326,1017.3675351090099,1332.080021040967,995.2490116605209,1322.1490922258004,1703.20544534206,1624.6671148416244
JJK Berlin,F,"F -- Energieanlage, Antriebsanlage",15073.53716,1633.0552448954113,2196.5477648709766,1632.2852700094943,1616.8367355177443,1289.3758685247492,2031.2763555911392,758.0387969007612,978.3341100014233,1960.9312712786889,976.8557424096127
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,16081.55735,1922.7144402532927,1928.6663531668705,1087.381230958554,1273.1965588479557,1180.1976100412037,1500.3210921372643,849.090331454869,2314.5980763017415,1353.037897169016,2672.353759669232
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,14175.19175,878.5090942593978,1727.8842851326335,835.2041397450713,840.2080466670459,752.510556378392,1594.396273924499,1797.4439900260404,2068.8007653845175,2041.9658734997238,1638.2687249826763
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,15717.96574,2131.794634783219,1189.80958201693,1749.4801340073477,1264.992869055172,1214.1102361328883,1684.3463116417115,1677.4410955420947,806.4274279382229,1526.5968110792653,2472.9666378031498
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,15012.11805,1906.3735916138353,1818.6038547422747,836.0732050097871,1959.1876603137578,1915.7110483668862,2172.7383819511033,1718.598305683413,1129.2059531016716,1273.5822021233685,282.0438470939034
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,14757.40579,1802.1933340772175,1589.5562565975147,1302.4600649271306,2111.1938469486267,1044.9798635793704,1137.0858807432742,1920.7617876448528,1135.9509813191835,1760.5299938302444,952.6937803325861
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,14800.12284,934.1217032629514,1953.4664143266837,1857.6420656044006,1218.0137796919705,1807.295781966875,750.4604983479126,1165.3622970250226,1279.1780807881973,1040.1140182902268,2794.4682006957582
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,15249.274,1104.8500910820037,1806.6853676871972,1179.4632720190584,1443.8982623863571,1070.4142940142776,1663.9962648335058,2028.216958132225,1608.1041226667894,2123.7329671237067,1219.9124000548773
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,14757.16016,1377.1582493587925,2081.313957799157,993.2722213140535,868.4196806854081,783.1313674798826,1397.0508972215139,1672.3541330237153,1251.4083095108263,1824.572920138999,2508.478423467652
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,15820.50177,2037.7909538267897,1365.0610476730906,1325.914183948513,933.2749809583635,1369.4817056588777,1006.449126345916,1159.6414261018224,945.1039278157959,2034.7127594166498,3643.071658254181
JJK Berlin,G,G -- Steuerungsanlage für Fahrbetrieb,15871.43018,2278.0530183828328,1261.8529903941735,1212.7559690281644,1199.2271043123542,1063.3535327876248,2086.332680559266,1336.331904462707,1745.700237967168,864.7962305588778,2823.026511546831
JJK Berlin,H,H -- Hilfsbetriebsanlage,15703.90967,1767.6161889196599,2297.2471147672563,1205.328135343009,1777.0993904204443,951.0056733595001,1409.2562713203079,2038.6572183056946,1014.8228599979467,2143.177610210538,1099.6992073556426
JJK Berlin,H,H -- Hilfsbetriebsanlage,16254.5908,1837.1743523605323,931.4575863298735,1639.5571243959143,1964.0339977915378,1285.5488509778504,2020.4267650150864,1979.3261217676338,1328.522964688396,1400.0469464461767,1868.4960902269977
JJK Berlin,H,H -- Hilfsbetriebsanlage,16869.56078,2398.29414401351,1793.8977898592211,1611.4067554186258,2364.3764229883514,1893.4875481552533,1623.3090514089722,1856.0376082227735,1649.4011611433175,1264.0944274955245,415.2558712944501
JJK Berlin,H,H -- Hilfsbetriebsanlage,14301.94005,1335.478783130984,2027.5095327564018,888.7337769107694,1416.6724293154568,1334.7812403452388,1539.3544052506813,2139.9266133714314,1932.6466453423832,1414.9895610423534,271.8470625343
JJK Berlin,H,H -- Hilfsbetriebsanlage,16002.30385,2197.011443275149,900.3903789390371,2344.0297073851007,884.2171288138028,969.7023322324969,1459.3725007824032,1687.6350171222743,1176.105089393965,1363.4936587319485,3020.3465933238235
JJK Berlin,H,H -- Hilfsbetriebsanlage,16561.44455,2055.3172942865267,2269.073083677387,2250.2137320110232,1905.2015604012279,1535.3969801292242,2376.7251057106096,1045.5772507330248,1329.6377325269495,943.251510417535,851.0503001064912
JJK Berlin,H,H -- Hilfsbetriebsanlage,14428.93412,1616.2497169268272,1812.0833794197097,821.6428653674028,1169.6132135905673,1506.4563399042208,1672.2719917615425,870.906355144049,778.6543642586242,1922.3359145001623,2258.7199791268968
JJK Berlin,H,H -- Hilfsbetriebsanlage,15172.89019,1153.4272928736884,1316.9722541975402,1833.4263130168629,1915.9469555049668,895.9751595050958,1953.9900961353428,898.1552640217029,1437.682335849608,2076.7683552726394,1690.5461636225514
JJK Berlin,H,H -- Hilfsbetriebsanlage,15654.02701,990.4538927758051,1919.712615696936,2276.5798650281886,1085.601668645457,1751.7158803137586,1233.5535913335345,1710.7401819263878,1231.6312535378333,1038.1179847575067,2415.920075984592
JJK Berlin,H,H -- Hilfsbetriebsanlage,14834.27241,866.7880798052811,1097.048435955196,2163.7834061019644,1717.5355722956997,2101.2365797994767,1469.3894581837217,1525.3336499976037,1582.8125015565163,1563.737581611747,746.607144692794
JJK Berlin,H,H -- Hilfsbetriebsanlage,14925.76119,876.0165418758024,1118.7066698518236,1508.9569575491457,1515.276066079811,857.4840417947491,2024.7973827112214,1273.628897030423,892.86484314123,1477.091665839886,3380.9381241259075
JJK Berlin,H,H -- Hilfsbetriebsanlage,15120.31677,1804.5735389260724,1614.6280487645145,2175.032970965843,940.4779972050203,2264.1142369441254,873.4021123728317,1648.8380497801745,2220.7219133932454,1293.8732817160444,284.65461993212784
JJK Berlin,H,H -- Hilfsbetriebsanlage,15943.09349,879.8601702801407,2052.5319123777504,1434.1185106612807,2030.529963625741,1068.1546706367649,1005.3333129615697,1770.2210602289113,2321.5671115800096,1705.7624293009537,1675.0143483468785
JJK Berlin,H,H -- Hilfsbetriebsanlage,15305.5887,1332.594497713479,1935.2347217191705,1699.5409288275139,2008.435277631209,2235.362226213945,1519.7314454523284,2268.6497058010646,1211.8105348801196,1063.3522016070997,30.877160154070225
JJK Berlin,H,H -- Hilfsbetriebsanlage,15594.22705,1242.3886482033445,1313.135404850524,1387.580536395265,2057.6126947001053,1710.6399831946906,2106.6655256520253,2062.9108063729254,1642.0269263804942,1791.5343305460044,279.73219370462016
JJK Berlin,H,H -- Hilfsbetriebsanlage,15218.96808,1435.7267940353577,966.7523396700979,1494.52448493455,2033.519675551437,1281.8525541034905,1479.3487678140539,1779.1174616841286,958.6142501422565,2034.4818410227385,1755.0299110418905
JJK Berlin,H,H -- Hilfsbetriebsanlage,16038.29068,1182.9757319307494,1606.962945438685,2354.6995783357956,955.7611404404016,1665.15005352456,2239.187613981372,864.4969078788239,1428.4730871935392,1315.5309410731656,2425.0526802029076
JJK Berlin,H,H -- Hilfsbetriebsanlage,16162.6241,1525.5903607266287,2279.5869044301244,1711.6977732202922,1389.90659772414,1559.1414186568045,2167.0620090999023,1998.3958883272787,1327.2232498895933,1187.258840384885,1016.7610575403519
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,16046.38926,1732.860941852996,1238.1242940307625,1807.8957240217248,1000.4632178636043,1715.7544515504621,1133.08533630713,1956.998850669867,1485.2577949907254,2388.316573289518,1587.6320754232115
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,16642.98038,922.1633901515924,1670.223366589977,2143.0323183547025,1906.6505739148283,1953.5555078211332,1475.7985459961055,1683.4754897696816,2201.5865098410686,2282.64666222912,403.84801533179143
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15405.03431,1410.0283818766247,1870.0262052486028,1137.4437449432662,1684.2068546657256,974.3041854412238,2253.205954139952,1385.133597896172,913.8085708850772,1612.5564446720357,2164.3203702313176
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,14467.62219,1273.8209183205836,1817.028551524425,1640.7226067435204,1651.1757441111263,824.4457643051701,1267.4665122650995,1445.823638299668,866.3751283629712,1437.1388802014462,2243.62444586599
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15719.73308,1498.6994554595383,1789.063482801498,1100.5454284112302,1079.3963982176979,1970.3836997315293,913.7593113018676,1791.9396215953157,960.7515130463455,863.4507519434227,3751.743417491556
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,16383.1502,2145.8286245364766,1816.7885313103043,1314.5985041065069,1808.3372394407315,2052.279195831504,1915.336287675124,1238.0789291719893,1967.1140532644213,874.9388475213685,1249.8499871415756
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15952.34572,1890.5289726031033,1585.637037170125,839.4572971877825,2184.454034390952,2230.0470744356026,1878.4244751606352,1819.6577536853565,1768.9663740941307,906.6860399029782,848.4866613693347
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15964.24924,1752.0772310258812,2224.1961716508895,938.4141764075489,892.6477204921526,1430.5692010835812,1631.42580282057,884.721662375503,2340.251580881646,1614.4613138842858,2255.484379377943
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,16401.70943,1985.1047074893693,1092.4241202237931,2173.981073674121,2048.8909409169682,1815.1500281051326,2096.118244143606,2321.0527741616115,1235.6575648519788,917.19112043576,716.1388559976601
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15126.78569,1696.1777506438975,1395.3316974481954,1986.3735550912024,2017.5944346687168,1443.6467875240896,1135.6896191750072,1127.939503673188,2156.4521513197196,1749.5392376878222,418.0409527681627
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,14931.40257,1236.6472961354018,2210.1583914543476,1764.7798451945741,1877.7317299569456,1062.6294815465715,794.2642474183305,2108.921012984659,1482.7642160029827,857.1648931710746,1536.3414561351124
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,14074.63149,1780.2756452832286,1689.513656194361,1487.6489317298365,1667.9302084739527,939.7283519869657,1446.0157873605253,1323.2233634420045,721.1424818210785,741.431677051231,2277.7213866568136
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15143.86531,1911.226787541551,981.1944372105569,2019.2480996421473,1066.6819181701069,1401.5942449516135,1134.7961237512668,1564.4873290883465,1384.6724131498731,1323.4242903104498,2356.5396661840887
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,14253.41424,1246.5401549657304,834.9673110731663,1713.5413560767806,1195.9588558364808,1707.9085986201505,1905.3702972634248,1624.747287098883,1605.533696020057,1369.135160468455,1049.7115225768707
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,14762.36982,1496.8253336370321,1322.850402038055,2089.791593040288,1655.7339041166897,1716.341273788462,1344.1262282416396,1379.9161246072492,909.5353197663738,1751.1020733304035,1096.147567433808
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,16706.23509,1190.5682669679811,1119.9784186497109,2323.9075640320007,2368.549762731328,2326.6769862405317,1873.908217318092,1575.3968274324338,1992.732822717139,1185.5216960273697,748.9945278834105
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15244.1792,2213.317632822738,1523.1738434158624,1192.2375053582668,1857.355830835273,913.6561578343345,1865.4977881089335,1521.0114221520198,1701.8048376245063,1348.8967653287368,1107.227416519328
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15283.92021,1739.7838172350284,1965.4054618377506,1076.7476261748325,1920.5541222704455,1996.3810233727693,1687.1257777211056,1675.4909419936005,1058.1900489645664,1785.4550537569417,378.7863366729616
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15385.01282,1933.4205224640787,1237.778664534716,2151.466079396124,787.7778640041353,1484.1080192874538,1440.1613986050547,1162.4601361322923,1359.601605582611,1094.144718444593,2734.0938115489416
JJK Berlin,J,J -- Überwachungs und Sicherheitseinrichtungen,15346.04695,1495.4570210487627,2239.165820111263,1203.0456930941816,1784.387995969097,1525.557881191864,789.4933310100316,1852.3492175334654,2249.49827104196,1881.533526097866,325.5581929015111
JJK Berlin,K,K -- Beleuchtung,15341.16045,1496.8852083246165,1404.2652799622401,1102.8885077696236,2211.658733158539,1351.205868338679,884.1570217267679,1660.3135410547916,1126.3627633763335,2282.869993174209,1820.5535331141996
JJK Berlin,K,K -- Beleuchtung,15692.3976,2260.620695243297,1638.8823787767196,2293.3639573124,1655.340145220498,1102.9205856597737,2115.1104470850087,2217.8020534918205,2149.5260221073213,770.7410221811124,-511.90970707795077
JJK Berlin,K,K -- Beleuchtung,16491.15108,1399.8614157579007,1745.4886053546265,1405.9114576820248,1508.8179865853858,954.0042136244836,913.0069972805759,1734.025761403418,1100.440594823136,2274.997093714621,3454.5969537738274
JJK Berlin,K,K -- Beleuchtung,16250.66713,1035.8070867708745,2079.058364597704,2210.121388551691,2050.2025960933433,1532.156917893622,2221.580381751186,2090.9550412112167,1639.0148531645823,841.6460561537812,550.1244438119992
